cancelacion,genero,jubilado,en_pareja,dependientes,meses_contrato,servicio_telefonico,multiples_lineas,servicio_internet,seguridad_online,respaldo_online,proteccion_dispositivo,soporte_efectivo,streaming_TV,streaming_peliculas,tipo_contrato,facturacion_electronica,metodo_pago,cuenta_mensual,cuentas_total,cuentas_diarias
0,Masculino,No,No,No,32,Si,No,No,No,No,No,No,No,No,dos years,Si,transferencia,20.05,614.45,0.020885416666666667
1,Femenino,No,Si,No,8,Si,No,Fibra_optica,No,Si,Si,No,Si,Si,mes a mes,No,cheque electronico,101.15,842.9,0.4214583333333334
0,Masculino,No,No,No,41,Si,Si,DSL,No,No,Si,No,No,Si,un year,No,cheque por correo,65.0,2531.8,0.052845528455284556
0,Masculino,No,No,No,5,Si,No,No,No,No,No,No,No,No,mes a mes,Si,cheque por correo,19.25,86.05,0.12833333333333333
0,Femenino,No,No,Si,11,No,sin servicio teleonico,DSL,Si,No,No,Si,No,No,un year,Si,cheque por correo,36.05,402.6,0.10924242424242424
1,Masculino,No,No,No,5,Si,No,Fibra_optica,No,No,No,Si,Si,Si,mes a mes,Si,cheque electronico,96.1,453.4,0.6406666666666666
0,Femenino,No,No,No,16,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,19.05,326.65,0.0396875
0,Masculino,Si,No,No,71,Si,Si,Fibra_optica,No,Si,No,Si,Si,Si,un year,No,transferencia,105.75,7382.85,0.049647887323943665
0,Femenino,No,No,No,11,No,sin servicio teleonico,DSL,No,Si,Si,Si,No,No,un year,Si,tarjeta de credito,40.4,422.6,0.12242424242424242
1,Femenino,No,Si,Si,61,Si,Si,Fibra_optica,No,Si,No,No,Si,Si,mes a mes,Si,cheque electronico,99.15,6010.05,0.05418032786885246
0,Femenino,No,Si,No,71,Si,No,DSL,Si,Si,Si,Si,Si,Si,un year,Si,transferencia,84.8,6046.1,0.03981220657276995
0,Masculino,No,No,No,9,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,19.85,178.8,0.07351851851851852
0,Femenino,No,No,No,6,Si,No,DSL,Si,No,No,No,No,No,mes a mes,Si,cheque electronico,49.45,314.6,0.27472222222222226
1,Femenino,No,No,No,26,Si,No,Fibra_optica,No,No,No,No,Si,Si,mes a mes,Si,transferencia,88.8,2274.35,0.11384615384615385
0,Femenino,No,No,No,6,Si,No,DSL,Si,Si,No,No,No,No,mes a mes,No,cheque por correo,55.15,322.9,0.3063888888888889
0,Masculino,No,No,No,11,Si,No,Fibra_optica,No,No,Si,No,No,Si,mes a mes,No,cheque electronico,84.8,888.75,0.25696969696969696
1,Masculino,No,Si,No,1,Si,No,Fibra_optica,No,No,No,No,Si,No,mes a mes,Si,cheque electronico,80.55,80.55,2.685
0,Femenino,No,Si,No,49,Si,No,No,No,No,No,No,No,No,dos years,Si,transferencia,20.15,973.35,0.013707482993197278
0,Femenino,No,Si,Si,3,Si,No,DSL,No,Si,No,No,Si,No,mes a mes,Si,tarjeta de credito,58.7,168.6,0.6522222222222223
0,Femenino,No,No,No,53,Si,No,Fibra_optica,Si,Si,Si,Si,No,Si,dos years,No,cheque por correo,99.5,5424.25,0.06257861635220126
1,Masculino,No,Si,Si,23,Si,No,Fibra_optica,Si,No,No,Si,Si,Si,mes a mes,Si,cheque electronico,99.85,2331.3,0.14471014492753623
1,Masculino,No,No,No,2,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,cheque electronico,45.35,89.5,0.7558333333333334
1,Masculino,No,No,No,1,Si,No,DSL,Si,No,No,No,No,No,mes a mes,Si,cheque por correo,48.55,48.55,1.6183333333333332
0,Masculino,No,No,Si,3,Si,Si,No,No,No,No,No,No,No,dos years,Si,cheque por correo,26.4,121.25,0.29333333333333333
1,Femenino,Si,Si,No,68,Si,Si,Fibra_optica,No,Si,No,No,Si,Si,mes a mes,Si,cheque electronico,100.2,6851.65,0.04911764705882353
1,Masculino,No,No,No,8,Si,No,Fibra_optica,No,No,Si,No,Si,Si,mes a mes,Si,cheque electronico,94.7,740.3,0.39458333333333334
0,Femenino,No,Si,No,70,Si,Si,Fibra_optica,No,No,Si,No,Si,Si,un year,Si,cheque electronico,97.65,6982.5,0.0465
0,Masculino,No,Si,Si,39,Si,Si,Fibra_optica,No,No,Si,No,Si,Si,un year,No,cheque electronico,100.0,3835.55,0.08547008547008547
1,Femenino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,70.1,70.1,2.3366666666666664
1,Femenino,No,No,No,3,Si,No,Fibra_optica,No,Si,No,Si,Si,Si,mes a mes,Si,cheque electronico,97.9,315.3,1.0877777777777777
0,Masculino,No,Si,No,60,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,un year,No,transferencia,102.5,6157.6,0.05694444444444444
1,Femenino,No,Si,No,5,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,No,cheque electronico,69.95,330.15,0.4663333333333334
1,Masculino,Si,No,No,3,Si,Si,Fibra_optica,No,Si,No,No,No,No,mes a mes,Si,cheque electronico,81.35,233.7,0.9038888888888889
0,Femenino,No,Si,No,55,Si,Si,DSL,Si,Si,No,Si,No,No,un year,Si,tarjeta de credito,66.05,3462.1,0.04003030303030303
0,Masculino,No,No,No,72,No,sin servicio teleonico,DSL,Si,No,Si,Si,Si,Si,dos years,Si,tarjeta de credito,61.2,4390.25,0.028333333333333335
0,Masculino,Si,Si,No,72,Si,No,DSL,Si,Si,Si,Si,Si,No,dos years,No,transferencia,74.4,5360.75,0.034444444444444444
1,Femenino,No,No,No,41,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,mes a mes,Si,cheque electronico,106.3,4443.45,0.08642276422764228
0,Masculino,No,No,No,60,No,sin servicio teleonico,DSL,Si,Si,Si,No,No,No,dos years,No,transferencia,39.6,2424.5,0.022000000000000002
1,Femenino,No,No,No,6,Si,No,Fibra_optica,No,No,No,No,Si,Si,mes a mes,No,cheque electronico,89.3,577.6,0.4961111111111111
0,Femenino,No,Si,No,46,Si,Si,Fibra_optica,No,Si,Si,Si,Si,Si,dos years,Si,tarjeta de credito,108.9,4854.3,0.07891304347826088
0,Femenino,No,No,No,15,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,19.9,320.45,0.04422222222222222
1,Femenino,No,Si,No,58,Si,Si,Fibra_optica,No,No,Si,Si,Si,Si,mes a mes,Si,tarjeta de credito,102.1,5885.4,0.05867816091954023
0,Masculino,No,Si,Si,23,Si,No,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,19.6,426.65,0.028405797101449276
1,Femenino,Si,Si,Si,31,Si,No,Fibra_optica,No,No,Si,Si,Si,Si,mes a mes,Si,cheque electronico,98.9,2911.3,0.10634408602150539
0,Masculino,No,Si,No,11,Si,No,DSL,No,No,No,No,No,No,mes a mes,Si,transferencia,45.9,521.9,0.1390909090909091
0,Femenino,Si,No,No,56,Si,Si,Fibra_optica,No,Si,Si,Si,Si,No,dos years,Si,transferencia,99.9,5706.3,0.05946428571428572
0,Femenino,No,No,Si,25,Si,No,No,No,No,No,No,No,No,mes a mes,No,tarjeta de credito,20.05,471.7,0.026733333333333335
0,Femenino,No,No,No,68,No,sin servicio teleonico,DSL,Si,Si,Si,Si,Si,Si,dos years,No,tarjeta de credito,64.35,4539.6,0.03154411764705882
0,Femenino,No,No,No,40,Si,No,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,19.65,830.25,0.016374999999999997
1,Masculino,No,No,No,36,Si,Si,Fibra_optica,No,No,No,No,No,Si,mes a mes,Si,cheque electronico,84.9,3067.2,0.07861111111111112
1,Masculino,No,No,No,32,Si,Si,Fibra_optica,Si,Si,No,Si,Si,Si,mes a mes,Si,tarjeta de credito,108.15,3432.9,0.11265625
0,Masculino,No,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos years,No,transferencia,86.85,6263.8,0.04077464788732394
0,Masculino,No,Si,No,17,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,mes a mes,Si,cheque electronico,102.55,1742.5,0.20107843137254902
0,Masculino,No,Si,No,18,Si,No,Fibra_optica,No,No,Si,Si,No,No,mes a mes,No,cheque electronico,78.2,1468.75,0.1448148148148148
0,Femenino,No,No,No,37,Si,Si,Fibra_optica,Si,Si,Si,No,No,No,mes a mes,No,transferencia,91.2,3382.3,0.08216216216216217
0,Masculino,No,No,No,2,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,19.35,46.35,0.3225
0,Femenino,No,Si,Si,28,Si,No,Fibra_optica,No,No,No,No,No,No,un year,Si,transferencia,70.4,1992.2,0.08380952380952382
0,Masculino,No,No,No,9,No,sin servicio teleonico,DSL,Si,Si,Si,No,No,No,un year,No,cheque por correo,39.55,373.0,0.14648148148148146
0,Femenino,No,No,No,1,Si,No,DSL,Si,No,No,No,No,No,mes a mes,No,cheque electronico,50.15,50.15,1.6716666666666666
0,Masculino,No,Si,No,65,Si,No,No,No,No,No,No,No,No,dos years,Si,tarjeta de credito,20.4,1414.45,0.010461538461538461
0,Femenino,No,No,No,3,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,cheque electronico,44.6,122.7,0.4955555555555556
1,Femenino,No,No,No,1,No,sin servicio teleonico,DSL,No,No,No,No,Si,No,mes a mes,Si,cheque electronico,34.7,34.7,1.1566666666666667
0,Masculino,No,Si,No,36,Si,No,Fibra_optica,Si,No,No,No,Si,Si,mes a mes,Si,cheque electronico,93.6,3366.05,0.08666666666666666
1,Masculino,No,No,No,23,Si,Si,Fibra_optica,No,No,No,Si,Si,No,mes a mes,Si,cheque electronico,90.6,1943.2,0.13130434782608694
0,Masculino,No,Si,Si,22,Si,No,DSL,Si,Si,No,Si,No,No,mes a mes,Si,cheque por correo,57.95,1271.8,0.08780303030303031
0,Femenino,No,Si,No,72,Si,Si,Fibra_optica,Si,Si,Si,Si,Si,Si,dos years,No,tarjeta de credito,112.1,7965.95,0.051898148148148145
1,Femenino,No,Si,Si,17,Si,Si,Fibra_optica,No,No,Si,No,Si,No,mes a mes,No,cheque electronico,88.25,1460.65,0.1730392156862745
1,Femenino,No,No,No,3,Si,No,Fibra_optica,No,No,No,Si,No,Si,mes a mes,No,cheque electronico,85.8,272.2,0.9533333333333333
1,Masculino,No,Si,No,58,Si,No,DSL,Si,Si,Si,No,No,No,un year,No,tarjeta de credito,60.3,3563.8,0.0346551724137931
0,Masculino,No,Si,Si,67,Si,No,DSL,Si,Si,Si,No,Si,Si,dos years,No,tarjeta de credito,81.35,5398.6,0.04047263681592039
0,Masculino,Si,No,No,34,Si,No,Fibra_optica,No,Si,Si,No,Si,Si,un year,Si,cheque electronico,99.85,3343.15,0.09789215686274509
0,Masculino,No,No,No,10,Si,No,No,No,No,No,No,No,No,mes a mes,No,tarjeta de credito,20.0,198.7,0.06666666666666667
0,Femenino,No,No,No,69,Si,Si,DSL,Si,No,Si,Si,Si,Si,dos years,Si,tarjeta de credito,85.35,5897.4,0.04123188405797101
0,Masculino,No,No,No,40,No,sin servicio teleonico,DSL,Si,Si,Si,No,Si,Si,un year,No,tarjeta de credito,62.05,2511.55,0.05170833333333333
0,Masculino,No,No,No,20,Si,No,DSL,Si,No,Si,No,No,Si,mes a mes,No,tarjeta de credito,64.4,1398.6,0.10733333333333334
0,Femenino,No,Si,Si,46,Si,No,No,No,No,No,No,No,No,dos years,No,cheque por correo,19.4,967.85,0.014057971014492753
1,Femenino,No,Si,No,2,Si,No,Fibra_optica,Si,No,No,No,No,No,mes a mes,Si,cheque electronico,74.4,139.4,1.24
1,Femenino,Si,Si,No,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque por correo,70.45,70.45,2.3483333333333336
0,Femenino,No,Si,No,72,Si,Si,Fibra_optica,Si,No,Si,No,Si,Si,dos years,Si,tarjeta de credito,105.0,7589.8,0.04861111111111111
0,Masculino,No,Si,Si,70,Si,Si,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,25.15,1790.15,0.011976190476190475
0,Femenino,No,No,No,2,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,19.3,44.4,0.32166666666666666
0,Masculino,No,No,Si,23,Si,No,DSL,No,Si,No,Si,No,No,mes a mes,Si,transferencia,55.3,1284.2,0.08014492753623188
0,Masculino,No,Si,No,36,Si,Si,Fibra_optica,No,No,No,No,Si,Si,mes a mes,Si,cheque electronico,95.4,3474.2,0.08833333333333333
1,Masculino,Si,Si,No,59,Si,Si,Fibra_optica,No,No,No,No,Si,Si,mes a mes,Si,transferencia,93.85,5574.75,0.053022598870056496
0,Masculino,No,No,No,67,Si,No,No,No,No,No,No,No,No,dos years,No,transferencia,20.5,1430.95,0.010199004975124378
0,Masculino,No,Si,Si,72,Si,Si,Fibra_optica,Si,No,Si,No,Si,Si,dos years,Si,transferencia,105.55,7542.25,0.04886574074074074
1,Femenino,No,No,No,37,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,mes a mes,Si,transferencia,101.9,3545.35,0.09180180180180181
0,Femenino,No,Si,Si,72,Si,Si,No,No,No,No,No,No,No,dos years,No,transferencia,24.45,1709.1,0.011319444444444444
0,Masculino,No,Si,No,72,Si,No,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,19.7,1421.9,0.00912037037037037
1,Masculino,No,No,No,3,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,74.4,229.55,0.8266666666666668
1,Femenino,Si,Si,No,54,Si,Si,Fibra_optica,No,Si,No,No,Si,Si,un year,Si,tarjeta de credito,101.5,5373.1,0.06265432098765432
1,Masculino,No,Si,No,60,Si,Si,Fibra_optica,No,Si,Si,No,Si,No,mes a mes,Si,cheque electronico,95.75,5742.9,0.05319444444444445
0,Femenino,No,Si,No,58,Si,Si,Fibra_optica,Si,Si,Si,No,Si,Si,un year,Si,tarjeta de credito,110.65,6526.65,0.0635919540229885
0,Femenino,No,Si,No,31,Si,No,Fibra_optica,No,Si,No,No,No,Si,mes a mes,Si,transferencia,83.85,2674.15,0.09016129032258063
0,Femenino,No,No,No,3,Si,Si,DSL,No,No,No,No,Si,No,mes a mes,Si,cheque electronico,60.25,170.5,0.6694444444444444
0,Masculino,No,No,No,55,Si,No,DSL,Si,No,Si,Si,No,No,dos years,Si,cheque electronico,59.2,3175.85,0.03587878787878788
1,Femenino,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,cheque por correo,44.4,44.4,1.48
0,Masculino,No,Si,No,49,Si,No,Fibra_optica,No,Si,No,No,Si,No,mes a mes,Si,tarjeta de credito,85.3,4297.95,0.05802721088435374
1,Masculino,No,No,Si,8,No,sin servicio teleonico,DSL,No,No,No,No,No,No,mes a mes,No,cheque por correo,25.5,215.2,0.10625
0,Femenino,Si,No,No,39,Si,Si,Fibra_optica,No,No,Si,No,Si,Si,mes a mes,Si,cheque electronico,99.75,4036.0,0.08525641025641026
0,Masculino,No,Si,No,66,Si,Si,DSL,Si,Si,Si,No,No,No,dos years,Si,tarjeta de credito,66.1,4428.45,0.033383838383838384
0,Femenino,No,Si,Si,15,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,20.55,295.95,0.04566666666666667
0,Femenino,No,Si,No,51,Si,Si,Fibra_optica,No,No,Si,No,Si,Si,un year,Si,cheque electronico,98.85,4947.55,0.0646078431372549
0,Masculino,Si,No,No,9,Si,No,DSL,No,No,No,Si,No,No,mes a mes,No,cheque por correo,49.2,447.9,0.18222222222222223
1,Femenino,No,No,No,1,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,20.9,20.9,0.6966666666666667
0,Masculino,No,No,No,25,Si,No,No,No,No,No,No,No,No,un year,Si,transferencia,19.5,516.3,0.026
0,Masculino,No,Si,No,22,Si,No,Fibra_optica,No,No,Si,No,Si,No,mes a mes,Si,transferencia,87.0,1850.65,0.1318181818181818
0,Masculino,No,No,No,15,Si,Si,DSL,No,No,No,No,No,No,mes a mes,Si,cheque electronico,49.0,749.25,0.10888888888888888
1,Femenino,No,Si,Si,28,Si,No,Fibra_optica,No,No,No,No,Si,Si,un year,Si,transferencia,90.1,2598.95,0.10726190476190475
0,Masculino,No,No,No,3,Si,No,Fibra_optica,No,No,No,No,Si,Si,mes a mes,No,cheque por correo,90.7,237.65,1.0077777777777779
0,Femenino,No,Si,No,47,Si,Si,Fibra_optica,No,No,Si,No,Si,Si,mes a mes,Si,cheque electronico,100.5,4707.1,0.07127659574468086
0,Femenino,No,No,No,67,Si,Si,DSL,Si,No,Si,Si,Si,Si,dos years,Si,cheque por correo,85.25,5714.2,0.04241293532338308
0,Femenino,Si,No,No,18,Si,No,Fibra_optica,No,Si,No,No,No,No,mes a mes,Si,cheque electronico,74.7,1294.6,0.13833333333333334
0,Masculino,No,Si,No,62,Si,No,DSL,No,Si,Si,Si,No,No,dos years,Si,tarjeta de credito,60.15,3753.2,0.03233870967741936
0,Femenino,No,No,No,41,Si,Si,DSL,No,Si,Si,No,Si,Si,un year,Si,cheque electronico,80.55,3263.9,0.06548780487804878
0,Femenino,No,No,No,44,Si,Si,DSL,No,No,No,No,No,No,mes a mes,Si,cheque por correo,50.15,2139.1,0.037992424242424244
0,Femenino,No,No,No,53,Si,No,Fibra_optica,No,Si,Si,Si,No,Si,un year,Si,tarjeta de credito,94.45,5042.75,0.05940251572327044
0,Masculino,No,Si,No,48,Si,No,No,No,No,No,No,No,No,dos years,Si,cheque por correo,20.05,1036.0,0.013923611111111112
0,Femenino,Si,Si,No,54,Si,Si,Fibra_optica,Si,Si,Si,Si,Si,Si,un year,Si,transferencia,115.6,6431.05,0.07135802469135802
1,Femenino,No,Si,No,48,No,sin servicio teleonico,DSL,Si,No,Si,No,No,Si,mes a mes,Si,transferencia,45.3,2145.0,0.03145833333333333
0,Masculino,No,No,No,24,Si,Si,Fibra_optica,No,Si,No,No,Si,Si,mes a mes,Si,transferencia,99.65,2404.85,0.1384027777777778
0,Masculino,No,No,No,33,Si,No,Fibra_optica,No,Si,No,Si,No,No,dos years,No,transferencia,80.6,2651.1,0.08141414141414141
0,Masculino,No,Si,No,66,Si,Si,DSL,Si,Si,No,Si,Si,Si,dos years,No,cheque electronico,85.25,5538.35,0.043055555555555555
0,Femenino,No,Si,Si,3,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,69.55,200.2,0.7727777777777778
0,Femenino,No,No,No,13,No,sin servicio teleonico,DSL,No,No,Si,Si,No,No,dos years,No,cheque por correo,35.4,450.4,0.09076923076923077
0,Masculino,No,Si,Si,63,Si,Si,DSL,Si,Si,Si,No,Si,Si,dos years,No,tarjeta de credito,83.5,5435.0,0.04417989417989418
1,Femenino,No,Si,Si,23,Si,No,Fibra_optica,No,Si,Si,Si,No,No,mes a mes,No,cheque electronico,83.8,1900.25,0.12144927536231884
0,Masculino,No,No,Si,52,Si,Si,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,25.6,1334.5,0.01641025641025641
0,Masculino,No,No,No,3,Si,No,No,No,No,No,No,No,No,mes a mes,Si,tarjeta de credito,20.75,67.1,0.23055555555555557
0,Masculino,No,No,No,10,Si,No,DSL,No,No,No,No,No,Si,mes a mes,Si,transferencia,56.75,503.25,0.18916666666666668
0,Femenino,No,Si,Si,72,Si,No,No,No,No,No,No,No,No,dos years,No,transferencia,20.1,1460.85,0.009305555555555556
0,Masculino,No,No,No,29,Si,No,Fibra_optica,No,No,Si,Si,Si,Si,mes a mes,Si,tarjeta de credito,98.8,2807.1,0.11356321839080459
0,Femenino,Si,Si,No,62,Si,Si,Fibra_optica,Si,No,Si,No,Si,Si,un year,Si,cheque electronico,104.85,6312.9,0.05637096774193548
1,Masculino,No,Si,No,41,Si,Si,DSL,No,No,Si,No,Si,Si,un year,Si,cheque electronico,73.0,3001.2,0.05934959349593496
1,Masculino,No,No,No,43,Si,Si,Fibra_optica,No,Si,No,No,No,No,mes a mes,Si,cheque electronico,77.85,3365.85,0.06034883720930232
0,Femenino,No,No,Si,26,Si,No,Fibra_optica,No,Si,Si,Si,Si,Si,dos years,Si,cheque electronico,105.45,2715.3,0.1351923076923077
0,Femenino,No,Si,No,19,Si,No,Fibra_optica,No,No,Si,No,Si,Si,mes a mes,Si,cheque electronico,96.8,1743.05,0.16982456140350877
0,Femenino,No,Si,Si,72,Si,Si,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,24.25,1784.5,0.011226851851851852
0,Femenino,Si,No,No,45,Si,Si,Fibra_optica,No,No,Si,No,Si,Si,un year,Si,transferencia,102.15,4735.35,0.07566666666666667
0,Masculino,No,No,No,32,Si,No,DSL,No,No,No,No,Si,Si,un year,Si,transferencia,64.85,2010.95,0.06755208333333333
0,Masculino,No,No,No,41,Si,Si,No,No,No,No,No,No,No,mes a mes,Si,transferencia,25.25,996.45,0.020528455284552844
0,Masculino,No,Si,Si,65,Si,Si,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,24.75,1715.1,0.012692307692307692
1,Masculino,No,Si,No,55,Si,Si,Fibra_optica,Si,Si,No,No,Si,No,mes a mes,Si,cheque electronico,96.75,5238.9,0.05863636363636364
0,Masculino,No,Si,Si,11,Si,No,No,No,No,No,No,No,No,dos years,No,cheque por correo,19.65,225.75,0.05954545454545454
0,Femenino,No,No,No,49,Si,No,DSL,No,No,Si,Si,Si,Si,dos years,Si,transferencia,74.45,3721.9,0.05064625850340136
0,Masculino,No,Si,No,61,Si,Si,Fibra_optica,Si,No,Si,Si,Si,No,mes a mes,No,transferencia,99.4,5943.65,0.05431693989071039
0,Masculino,No,Si,Si,25,Si,No,No,No,No,No,No,No,No,mes a mes,Si,cheque por correo,19.15,477.6,0.02553333333333333
1,Femenino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,69.5,69.5,2.316666666666667
0,Femenino,No,No,Si,23,Si,No,DSL,No,No,No,Si,No,No,un year,Si,cheque electronico,49.45,1119.35,0.07166666666666667
0,Masculino,No,No,No,21,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,73.7,1558.7,0.11698412698412698
1,Femenino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,Si,mes a mes,Si,cheque electronico,79.7,79.7,2.6566666666666667
1,Masculino,Si,Si,No,5,Si,Si,Fibra_optica,No,No,Si,No,No,No,mes a mes,Si,transferencia,79.9,343.95,0.5326666666666667
0,Masculino,No,Si,No,24,Si,No,DSL,Si,No,No,Si,Si,Si,un year,No,transferencia,74.4,1712.9,0.10333333333333335
1,Femenino,Si,No,No,27,Si,Si,Fibra_optica,No,No,Si,No,No,Si,mes a mes,No,tarjeta de credito,88.3,2467.75,0.10901234567901234
0,Femenino,No,Si,No,70,Si,No,No,No,No,No,No,No,No,dos years,No,transferencia,19.8,1397.65,0.009428571428571429
1,Femenino,Si,No,No,5,Si,No,Fibra_optica,No,No,Si,No,No,No,mes a mes,Si,tarjeta de credito,75.55,349.65,0.5036666666666666
0,Masculino,No,Si,Si,46,Si,No,No,No,No,No,No,No,No,dos years,Si,cheque por correo,20.2,917.45,0.014637681159420289
0,Femenino,No,Si,Si,2,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,71.65,135.75,1.1941666666666668
0,Femenino,No,Si,Si,57,Si,No,No,No,No,No,No,No,No,dos years,Si,transferencia,20.1,1087.7,0.011754385964912281
1,Femenino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,No,cheque por correo,71.1,71.1,2.3699999999999997
0,Femenino,Si,Si,No,60,Si,Si,Fibra_optica,No,No,Si,No,Si,Si,un year,Si,tarjeta de credito,100.5,6029.0,0.05583333333333333
0,Masculino,No,Si,Si,37,Si,Si,DSL,Si,No,Si,Si,No,No,dos years,Si,tarjeta de credito,62.8,2278.75,0.056576576576576575
1,Masculino,No,No,Si,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque por correo,70.45,70.45,2.3483333333333336
0,Masculino,No,Si,Si,28,Si,No,Fibra_optica,No,Si,Si,No,Si,Si,un year,No,transferencia,100.35,2799.0,0.1194642857142857
0,Femenino,Si,No,No,24,Si,No,No,No,No,No,No,No,No,mes a mes,Si,cheque por correo,20.3,459.95,0.028194444444444446
0,Femenino,No,No,No,62,Si,Si,Fibra_optica,Si,Si,Si,No,No,No,un year,Si,cheque electronico,92.05,5755.8,0.04948924731182795
1,Femenino,No,No,Si,18,Si,No,No,No,No,No,No,No,No,un year,No,transferencia,20.15,390.85,0.037314814814814815
1,Femenino,No,No,No,5,Si,No,DSL,Si,No,No,Si,No,No,mes a mes,No,cheque electronico,54.2,308.25,0.36133333333333334
0,Femenino,No,Si,Si,20,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,20.35,442.6,0.03391666666666667
1,Femenino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,No,cheque por correo,70.75,70.75,2.3583333333333334
1,Masculino,No,No,No,35,Si,No,Fibra_optica,No,Si,Si,No,Si,Si,un year,Si,transferencia,102.35,3626.1,0.09747619047619047
0,Femenino,Si,No,No,52,No,sin servicio teleonico,DSL,No,Si,Si,Si,Si,No,mes a mes,Si,cheque electronico,50.5,2566.3,0.032371794871794875
1,Femenino,No,Si,No,30,Si,Si,Fibra_optica,No,No,No,No,No,Si,mes a mes,Si,cheque electronico,85.0,2624.25,0.09444444444444444
0,Masculino,No,Si,No,72,No,sin servicio teleonico,DSL,Si,Si,Si,No,No,No,dos years,No,transferencia,42.1,2962.0,0.019490740740740743
1,Masculino,Si,No,No,15,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,No,cheque electronico,75.65,1146.65,0.16811111111111113
0,Masculino,No,No,Si,70,Si,Si,Fibra_optica,Si,Si,Si,Si,Si,Si,dos years,Si,cheque electronico,114.6,7882.5,0.05457142857142857
0,Masculino,No,No,Si,66,Si,Si,DSL,Si,Si,No,Si,No,No,dos years,No,transferencia,65.7,4378.9,0.03318181818181818
0,Masculino,Si,Si,No,55,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,74.0,4052.4,0.044848484848484846
1,Femenino,Si,Si,No,55,Si,Si,Fibra_optica,No,Si,Si,No,No,No,mes a mes,Si,cheque electronico,85.45,4874.7,0.05178787878787879
0,Masculino,Si,Si,No,57,Si,Si,DSL,No,Si,Si,No,Si,No,un year,Si,tarjeta de credito,71.1,4140.1,0.04157894736842105
0,Femenino,No,Si,No,72,Si,Si,Fibra_optica,Si,Si,Si,No,Si,Si,dos years,Si,cheque electronico,109.55,8165.1,0.05071759259259259
0,Femenino,No,Si,No,28,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,20.5,563.05,0.024404761904761905
0,Masculino,No,Si,No,54,Si,No,DSL,Si,Si,No,No,Si,Si,dos years,Si,transferencia,74.55,4191.45,0.046018518518518514
0,Masculino,Si,Si,Si,24,Si,Si,Fibra_optica,Si,No,No,No,No,No,mes a mes,Si,cheque electronico,79.85,1857.75,0.11090277777777777
0,Femenino,No,Si,No,2,Si,No,DSL,Si,No,No,No,No,Si,mes a mes,Si,cheque por correo,62.15,113.1,1.0358333333333334
0,Masculino,No,No,Si,12,Si,No,No,No,No,No,No,No,No,mes a mes,No,tarjeta de credito,21.05,235.8,0.058472222222222224
0,Masculino,Si,No,No,51,Si,Si,Fibra_optica,No,Si,No,No,No,No,un year,Si,transferencia,79.6,3974.7,0.05202614379084967
0,Masculino,No,No,No,13,Si,No,DSL,No,Si,No,Si,Si,Si,mes a mes,No,cheque por correo,73.35,931.55,0.18807692307692306
0,Masculino,No,No,No,58,Si,No,DSL,No,Si,Si,Si,Si,No,dos years,No,transferencia,70.1,4048.95,0.04028735632183908
